/////////////////////
/// CORE ITEM DATA //
/////////////////////

//Start by parsing this in your map/dictionary to parse the other data.
//ID|Item Name|Rarity|Properties|Category|Base Color|Overlay Color|Hits to break|Growtime in seconds|Clothing Type (None if its not a clothing, specified in category)

0|Blank|1|NoSeed, Dropless, Beta, Mod, Untradable|Foreground_Block|690000|690000|4|31|None
1455|Meaty Apron Seed|65|NoSeed|Seed|000000|000000|20|0|None
1456|Gold Chain|71|NoSeed|Clothing|FDDD09|D79407|0|360041|Chest
1457|Gold Chain Seed|71|NoSeed|Seed|000000|000000|20|0|None
1458|Golden Heart Crystal|999|NoSeed, Dropless|Component|FF850F|FFFE0F|2|3600|None
1459|Golden Heart Crystal Seed|999|NoSeed|Seed|000000|000000|20|0|None
1460|Golden Angel Wings|999|NoSeed, Dropless|Clothing|FFFE0F|EAAA00|0|3600|Back
1461|Golden Angel Wings Seed|999|NoSeed|Seed|000000|000000|20|0|None
1462|Golden Diaper|999|NoSeed, Dropless|Clothing|FFFE0F|EAAA00|0|3600|Pants
1463|Golden Diaper Seed|999|NoSeed|Seed|000000|000000|20|0|None
1464|Golden Heartbow|999|NoSeed, Dropless|Clothing|FFFE0F|EAAA00|0|3600|Hand
1465|Golden Heartbow Seed|999|NoSeed|Seed|000000|000000|20|0|None
1466|Golden Diamond Necklace|999|NoSeed, Dropless|Clothing|FFFE0F|EAAA00|0|3600|Chest
1467|Golden Diamond Necklace Seed|999|NoSeed|Seed|000000|000000|20|0|None
1468|Emerald Necklace|165|NoSeed|Clothing|CDDDDF|2EE10F|0|4497075|Chest
1469|Emerald Necklace Seed|165|NoSeed|Seed|000000|000000|20|0|None
1470|Ruby Necklace|999|NoSeed, Dropless|Clothing|CDDDDF|FF160B|0|3600|Chest
1471|Ruby Necklace Seed|999|NoSeed|Seed|000000|000000|20|0|None
1472|Microwave|75|MultiFacing|Chemical_Combiner|E6E6E6|73B4CD|10|424125|None
1473|Microwave Seed|75|0|Seed|000000|000000|20|0|None
1474|Eggs Benedict|999|NoSeed, Dropless|Consummable|ECE9DC|F1D861|4|3600|None
1475|Eggs Benedict Seed|999|NoSeed|Seed|000000|000000|20|0|None
1476|Ducky Pajama Pants|46|NoSeed|Clothing|93DEF1|EAE264|0|98716|Pants
1477|Ducky Pajama Pants Seed|46|NoSeed|Seed|000000|000000|20|0|None
1478|Ducky Pajama Top|51|NoSeed|Clothing|93DEF1|EAE264|0|134181|Shirt
1479|Ducky Pajama Top Seed|51|NoSeed|Seed|000000|000000|20|0|None
1480|Window Curtains|11|0|Background_Block|86D7EC|EDDEEE|3|1661|None
1481|Window Curtains Seed|11|0|Seed|000000|000000|20|0|None
1482|Wall Clock|999|NoSeed, Permanent, Dropless, AutoPickup|Foreground_Block|E6E6E6|FFD83D|8|3600|None
1483|Wall Clock Seed|999|NoSeed|Seed|000000|000000|20|0|None
1484|Atomic Shadow Scythe|999|NoSeed, Dropless, Untradable|Clothing|2D2D2D|ED1415|0|3600|Hand
1485|Atomic Shadow Scythe Seed|999|NoSeed|Seed|000000|000000|20|0|None
1486|Growtoken|999|NoSeed, Dropless, Untradable|Component|B5DCA3|467E30|1|3600|None
1487|Growtoken Seed|999|NoSeed|Seed|000000|000000|20|0|None
1488|Experience Potion|999|NoSeed, Dropless, Untradable|Consummable|00F2DE|A47434|1|3600|None
1489|Experience Potion Seed|999|NoSeed|Seed|000000|000000|20|0|None
1490|Weather Machine - Nothingness|999|NoSeed, Permanent, Dropless, AutoPickup|Weather_Machine|000000|000000|10|3600|None
1491|Weather Machine - Nothingness Seed|999|NoSeed|Seed|000000|000000|20|0|None
1492|Doodad|999|NoSeed, Dropless|Component|AEAEAE|3FA81E|2|3600|None
1493|Doodad Seed|999|NoSeed|Seed|000000|000000|20|0|None
1494|ERROR!|999|NoSeed, Dropless|Component|AEAEAE|EEC10E|2|3600|None
1495|ERROR! Seed|999|NoSeed|Seed|000000|000000|20|0|None
1496|Rushboard|999|NoSeed, Dropless, Untradable|Clothing|191919|5CD9F6|0|3600|Feet
1497|Rushboard Seed|999|NoSeed|Seed|000000|000000|20|0|None
1498|Purple Stuff|41|0|Foreground_Block|FF32FF|FF85FF|7|70151|None
1499|Purple Stuff Seed|41|0|Seed|000000|000000|20|0|None
1500|Orange Stuff|31|0|Foreground_Block|FF7B00|FFFF28|7|30721|None
1501|Orange Stuff Seed|31|0|Seed|000000|000000|20|0|None
1502|Winter Scarf|36|NoSeed|Clothing|008DA1|04ADC8|0|47736|Chest
1503|Winter Scarf Seed|36|NoSeed|Seed|000000|000000|20|0|None
1504|Old-Timey Hat|19|NoSeed|Clothing|5C4138|433029|0|7429|Hat
1505|Old-Timey Hat Seed|19|NoSeed|Seed|000000|000000|20|0|None
1506|Medical Scarf|999|NoSeed|Clothing|859F58|F0B75A|0|3600|Chest
1507|Medical Scarf Seed|999|NoSeed|Seed|000000|000000|20|0|None
1508|Blarney Stone|999|NoSeed, Permanent, Dropless, AutoPickup, Mod, Untradable|Foreground_Block|ACACAC|A06A30|7|3600|None
1509|Blarney Stone Seed|999|NoSeed, Mod|Seed|000000|000000|20|0|None
1510|Blarney Pebble|999|NoSeed, Dropless, Untradable|Consummable|ACACAC|A06A30|7|3600|None
1511|Blarney Pebble Seed|999|NoSeed|Seed|000000|000000|20|0|None
1512|Pet Leprechaun|999|NoSeed, Dropless|Clothing|6AC440|FD1E07|0|3600|Hand
1513|Pet Leprechaun Seed|999|NoSeed|Seed|000000|000000|20|0|None
1514|Celtic Block|999|NoSeed, Dropless|Foreground_Block|6C4B06|D3A82F|6|3600|None
1515|Celtic Block Seed|999|NoSeed|Seed|000000|000000|20|0|None
1516|Black-Rimmed Glasses|42|NoSeed|Clothing|1B1B1B|DC7B0A|0|75348|Face
1517|Black-Rimmed Glasses Seed|42|NoSeed|Seed|000000|000000|20|0|None
1518|Diving Bell|75|NoSeed, Foreground|Clothing|1AA8C8|925214|0|424125|Hair
1519|Diving Bell Seed|75|NoSeed|Seed|000000|000000|20|0|None
1520|Great White Shark|85|MultiFacing|Deadly_Block|007ECB|ABC5D5|7|616675|None
1521|Great White Shark Seed|85|0|Seed|000000|000000|20|0|None
1522|Jellyfish|56|MultiFacing|Spike|BB2EBC|F5AFF5|4|177296|None
1523|Jellyfish Seed|56|0|Seed|000000|000000|20|0|None
1524|Wetsuit Pants|48|NoSeed|Clothing|000000|C9B10F|0|112032|Pants
1525|Wetsuit Pants Seed|48|NoSeed|Seed|000000|000000|20|0|None
1526|Wetsuit Top|63|NoSeed|Clothing|000000|C9B10F|0|251937|Shirt
1527|Wetsuit Top Seed|63|NoSeed|Seed|000000|000000|20|0|None
1528|Sunken Anchor|51|MultiFacing|Foreground_Block|A7A7A7|51881A|7|134181|None
1529|Sunken Anchor Seed|51|0|Seed|000000|000000|20|0|None
1530|Giant Clam|56|0|Chest|DDE2D0|35483E|10|177296|None
1531|Giant Clam Seed|56|0|Seed|000000|000000|20|0|None
1532|Undersea Blast|999|NoSeed, Dropless|Consummable|06F6D5|007ECB|3|3600|None
1533|Undersea Blast Seed|999|NoSeed|Seed|000000|000000|20|0|None
1534|Cuddly Piranha|999|NoSeed, Dropless|Clothing|61A0C9|CA491C|0|3600|Hand
1535|Cuddly Piranha Seed|999|NoSeed|Seed|000000|000000|20|0|None
1536|Deep Sand|1|0|Foreground_Block|1F2B13|33491F|3|31|None
1537|Deep Sand Seed|1|0|Seed|000000|000000|20|0|None
1538|Deep Rock|1|0|Foreground_Block|5C7F3B|144C00|9|31|None
1539|Deep Rock Seed|1|0|Seed|000000|000000|20|0|None
1540|Mid-Pacific Owl|999|NoSeed, Dropless|Clothing|3E5948|12621A|0|3600|Hand
1541|Mid-Pacific Owl Seed|999|NoSeed|Seed|000000|000000|20|0|None
1542|Battle Trout|141|NoSeed, Dropless|Clothing|5DA422|D3D31D|0|2807451|Hand
1543|Battle Trout Seed|141|NoSeed|Seed|000000|000000|20|0|None
1544|Green Bowtie|999|NoSeed, Dropless|Clothing|67E511|428614|0|3600|Chest
1545|Green Bowtie Seed|999|NoSeed|Seed|000000|000000|20|0|None
1546|Green Pageboy|999|NoSeed, Dropless|Clothing|67E511|7BF12B|0|3600|Hair
1547|Green Pageboy Seed|999|NoSeed|Seed|000000|000000|20|0|None
1548|Easter Bonnet|999|NoSeed, Dropless|Clothing|1AA8C8|925214|0|3600|Hat
1549|Easter Bonnet Seed|999|NoSeed|Seed|000000|000000|20|0|None
1550|Bubble Wings|999|NoSeed, Dropless|Clothing|64D2DC|FFFFFF|0|3600|Back
1551|Bubble Wings Seed|999|NoSeed|Seed|000000|000000|20|0|None
1552|Pet Bunny|999|NoSeed, Dropless|Clothing|3E5948|12621A|0|3600|Hand
1553|Pet Bunny Seed|999|NoSeed|Seed|000000|000000|20|0|None
1554|Pastel Pink Flower Block|6|0|Foreground_Block|F8D1EC|FFFFFF|8|396|None
1555|Pastel Pink Flower Block Seed|6|0|Seed|000000|000000|20|0|None
1556|Pastel Orange Flower Block|11|0|Foreground_Block|F5DFC6|FFFFFF|8|1661|None
1557|Pastel Orange Flower Block Seed|11|0|Seed|000000|000000|20|0|None
1558|Pastel Yellow Flower Block|8|0|Foreground_Block|F3F0B9|FFFFFF|8|752|None
1559|Pastel Yellow Flower Block Seed|8|0|Seed|000000|000000|20|0|None
1560|Pastel Green Flower Block|7|0|Foreground_Block|C5F2B2|FFFFFF|8|553|None
1561|Pastel Green Flower Block Seed|7|0|Seed|000000|000000|20|0|None
1562|Pastel Aqua Flower Block|7|0|Foreground_Block|B2F2E8|000000|8|553|None
1563|Pastel Aqua Flower Block Seed|7|0|Seed|000000|000000|20|0|None
1564|Pastel Blue Flower Block|17|0|Foreground_Block|CEDEF7|FFFFFF|8|5423|None
1565|Pastel Blue Flower Block Seed|17|0|Seed|000000|000000|20|0|None
1566|Pastel Purple Flower Block|21|0|Foreground_Block|E7C6F5|FFFFFF|12|9891|None
1567|Pastel Purple Flower Block Seed|21|0|Seed|000000|000000|20|0|None
1568|Lucky Pinata Hat|999|NoSeed, Dropless|Clothing|B749E9|EF934A|0|3600|Hat
1569|Lucky Pinata Hat Seed|999|NoSeed|Seed|000000|000000|20|0|None
1570|Mariachi Guitar|999|NoSeed, Dropless|Clothing|C5A07F|383838|0|3600|Hand
1571|Mariachi Guitar Seed|999|NoSeed|Seed|000000|000000|20|0|None
1572|Churro Block|1|0|Foreground_Block|EAC98D|91442E|5|31|None
1573|Churro Block Seed|1|0|Seed|000000|000000|20|0|None
1574|Parrot Wings|999|NoSeed, Dropless|Clothing|42BB11|127EC6|0|3600|Back
1575|Parrot Wings Seed|999|NoSeed|Seed|000000|000000|20|0|None
1576|Fiesta Dragon|999|NoSeed, Dropless|Clothing|EB7C23|B749E9|0|3600|Hand
1577|Fiesta Dragon Seed|999|NoSeed|Seed|000000|000000|20|0|None
1578|Party Cactus|999|MultiFacing, NoSeed, Dropless|Spike|4F51C4|EFE03B|4|3600|None
1579|Party Cactus Seed|999|NoSeed|Seed|000000|000000|20|0|None
1580|Burrito|999|NoSeed, Dropless|Consummable|1E1E1E|DBD7C5|5|3600|None
1581|Burrito Seed|999|NoSeed|Seed|000000|000000|20|0|None
1582|Pink Cadillac|999|NoSeed, Dropless|Clothing|F18FC4|EFEFEF|0|3600|Feet
1583|Pink Cadillac Seed|999|NoSeed|Seed|000000|000000|20|0|None
1584|Mystery Pinata|999|NoSeed, Dropless, Public|Event_Mystery_Block|EF934A|B749E9|30|3600|None
1585|Mystery Pinata Seed|999|NoSeed|Seed|000000|000000|20|0|None
1586|Pet Burrito|999|NoSeed, Dropless|Clothing|987352|8E7D6E|0|3600|Hand
1587|Pet Burrito Seed|999|NoSeed|Seed|000000|000000|20|0|None
1588|Clapboard|61|NoSeed|Clothing|323232|E6E6E6|0|228811|Hand
1589|Clapboard Seed|61|NoSeed|Seed|000000|000000|20|0|None
1590|3D Glasses|33|NoSeed|Clothing|0F56FF|FC0000|0|36927|Face
1591|3D Glasses Seed|33|NoSeed|Seed|000000|000000|20|0|None
1592|Black Beret|96|NoSeed|Clothing|070707|242424|0|887616|Hat
1593|Black Beret Seed|96|NoSeed|Seed|000000|000000|20|0|None
1594|Theater Curtain|53|0|Foreground_Block|D60C28|C16413|4|150467|None
1595|Theater Curtain Seed|53|0|Seed|000000|000000|20|0|None
1596|GHX Speaker|999|MultiFacing, Wrenchable, NoSeed, Permanent, Dropless, AutoPickup|Toggleable_Foreground|292929|000000|10|3600|None
1597|GHX Speaker Seed|999|NoSeed|Seed|000000|000000|20|0|None
1598|Marquee Block|47|0|Foreground_Block|C21F20|FFD30B|4|105233|None
1599|Marquee Block Seed|47|0|Seed|000000|000000|20|0|None
1600|Director's Chair|64|MultiFacing|Foreground_Block|BFAB75|3F3F3F|8|264064|None
1601|Director's Chair Seed|64|0|Seed|000000|000000|20|0|None
1602|Mint Julep|999|NoSeed, Dropless|Consummable|DEEBEE|F3E949|3|3600|None
1603|Mint Julep Seed|999|NoSeed|Seed|000000|000000|20|0|None
1604|Theater Seat|42|0|Foreground_Block|5B1525|120407|4|75348|None
1605|Theater Seat Seed|42|0|Seed|000000|000000|20|0|None
1606|Movie Screen|71|0|Background_Block|EDEDED|EDEDED|3|360041|None
1607|Movie Screen Seed|71|0|Seed|000000|000000|20|0|None
1608|Movie Camera|92|MultiFacing|Foreground_Block|171717|37BEDD|6|781448|None
1609|Movie Camera Seed|92|0|Seed|000000|000000|20|0|None
1610|Red Glass Block|11|0|Foreground_Block|FFBBBB|FFFFFF|3|1661|None
1611|Red Glass Block Seed|11|0|Seed|000000|000000|20|0|None
1612|Blue Glass Block|22|0|Foreground_Block|BBBBFF|FFFFFF|3|11308|None
1613|Blue Glass Block Seed|22|0|Seed|000000|000000|20|0|None
1614|Growie Award|999|MultiFacing, Permanent, AutoPickup|Foreground_Block|292929|FFCE0B|10|3600|None
1615|Growie Award Seed|999|0|Seed|000000|000000|20|0|None
1616|Staging Platform|229|Wrenchable, Foreground|Game_Block|B5B5B5|D4D4D4|10|12015859|None
1617|Staging Platform Seed|229|0|Seed|000000|000000|20|0|None
1618|Game Block|146|Wrenchable, Public|Game_Block|B5B5B5|D4D4D4|20|3116516|None
1619|Game Block Seed|146|0|Seed|000000|000000|20|0|None
1620|Busted Game Block|999|Wrenchable, NoSeed, Dropless, NoShadow, Untradable|Game_Block|B5B5B5|D4D4D4|20|3600|None
1621|Busted Game Block Seed|999|NoSeed|Seed|000000|000000|20|0|None
1622|Game Flag|168|Wrenchable|Game_Block|B5B5B5|D4D4D4|10|4746672|None
1623|Game Flag Seed|168|0|Seed|000000|000000|20|0|None
1624|Missing Game Flag|999|Wrenchable, NoSeed, Dropless, NoShadow, Untradable|Game_Block|B5B5B5|D4D4D4|10|3600|None
1625|Missing Game Flag Seed|999|NoSeed|Seed|000000|000000|20|0|None
1626|Carried Game Flag|999|Wrenchable, NoSeed, Dropless, NoShadow, Untradable|Game_Block|B5B5B5|D4D4D4|10|3600|None
1627|Carried Game Flag Seed|999|NoSeed|Seed|000000|000000|20|0|None
1628|Derpy Star Block|999|MultiFacing, NoSeed, Dropless|Foreground_Block|276CA3|FFD515|10|3600|None
1629|Derpy Star Block Seed|999|NoSeed|Seed|000000|000000|20|0|None
1630|Lava Cube|1|0|Pain_Block|FF2811|FFBB2A|4|31|None
1631|Lava Cube Seed|1|0|Seed|000000|000000|20|0|None
1632|Coffee Maker|91|MultiFacing|Provider|ECEBE4|7E4C34|6|756301|None
1633|Coffee Maker Seed|91|0|Seed|000000|000000|20|0|None
1634|Coffee|999|NoSeed, Dropless|Consummable|ECEBE4|935B3F|4|3600|None
1635|Coffee Seed|999|NoSeed|Seed|000000|000000|20|0|None
1636|Awkward Friendly Unicorn|999|MultiFacing, NoSeed, Dropless|Provider|ECEBE4|7E4C34|6|3600|None
1637|Awkward Friendly Unicorn Seed|999|NoSeed|Seed|000000|000000|20|0|None
1638|Unicorn Horn|999|NoSeed, Dropless|Clothing|FFF09B|FFFFFF|0|3600|Hat
1639|Unicorn Horn Seed|999|NoSeed|Seed|000000|000000|20|0|None
1640|Very Bad Unicorn|999|MultiFacing, NoSeed, Dropless|Spike|5F0D11|202020|4|3600|None
1641|Very Bad Unicorn Seed|999|NoSeed|Seed|000000|000000|20|0|None
1642|Horse Mask|999|NoSeed, Dropless|Clothing|7D5337|BA8B28|0|3600|Hair
1643|Horse Mask Seed|999|NoSeed|Seed|000000|000000|20|0|None
1644|Unicorn Jumper|999|NoSeed, Dropless|Clothing|95CCD5|C28EDB|0|3600|Shirt
1645|Unicorn Jumper Seed|999|NoSeed|Seed|000000|000000|20|0|None
1646|Happy Unicorn Block|50|MultiFacing|Foreground_Block|F6CBE1|FFFFFF|4|126500|None
1647|Happy Unicorn Block Seed|50|0|Seed|000000|000000|20|0|None
1648|Unicorn Garland|999|NoSeed, Dropless|Clothing|EEEEEE|FF19F1|0|3600|Hand
1649|Unicorn Garland Seed|999|NoSeed|Seed|000000|000000|20|0|None
1650|Pink Hair|56|NoSeed|Clothing|EA4AF2|E920F4|0|177296|Hair
1651|Pink Hair Seed|56|NoSeed|Seed|000000|000000|20|0|None
1652|Aqua Hair|57|NoSeed|Clothing|5BE6F7|35DBF1|0|186903|Hair
1653|Aqua Hair Seed|57|NoSeed|Seed|000000|000000|20|0|None
1654|Evil Brick Background|47|0|Background_Block|2B2B2B|F40000|6|105233|None
1655|Evil Brick Background Seed|47|0|Seed|000000|000000|20|0|None
1656|Game Grave|241|Wrenchable|Game_Block|B5B5B5|D4D4D4|10|14004751|None
1657|Game Grave Seed|241|0|Seed|000000|000000|20|0|None
1658|Game Goal|179|Wrenchable, Foreground|Game_Block|B5B5B5|D4D4D4|10|5740709|None
1659|Game Goal Seed|179|0|Seed|000000|000000|20|0|None
1660|Game Generator|999|Wrenchable, Permanent, WorldLock, AutoPickup|Game_Generator|B5B5B5|C20000|10|3600|None
1661|Game Generator Seed|999|0|Seed|000000|000000|20|0|None
1662|Spike Juice|999|NoSeed, Dropless, Untradable|Consummable|FFFF78|99CDD9|4|3600|None
1663|Spike Juice Seed|999|NoSeed|Seed|000000|000000|20|0|None
1664|Barbecue Grill|999|NoSeed, Dropless|Chemical_Combiner|444444|C71617|10|3600|None
1665|Barbecue Grill Seed|999|NoSeed|Seed|000000|000000|20|0|None
1666|Sea Monster Floatie|999|NoSeed, Dropless|Clothing|2DC364|D1BF27|0|3600|Chest
1667|Sea Monster Floatie Seed|999|NoSeed|Seed|000000|000000|20|0|None
1668|Water Wings|999|NoSeed, Dropless|Clothing|F8D516|FBBE07|0|3600|Hand
1669|Water Wings Seed|999|NoSeed|Seed|000000|000000|20|0|None
1670|Summer Kite|999|NoSeed, Dropless|Clothing|FF5207|FFD907|0|3600|Hand
1671|Summer Kite Seed|999|NoSeed|Seed|000000|000000|20|0|None
1672|Rainbow Wings|258|NoSeed|Clothing|EA3C00|058CE5|0|17181252|Back
1673|Rainbow Wings Seed|258|NoSeed|Seed|000000|000000|20|0|None
1674|Phoenix Wings|999|NoSeed, Dropless|Clothing|FC8E00|FFF7D7|0|3600|Back
1675|Phoenix Wings Seed|999|NoSeed|Seed|000000|000000|20|0|None
1676|Squirt Gun|999|NoSeed, Dropless|Clothing|00F1FC|09ADB5|0|3600|Hand
1677|Squirt Gun Seed|999|NoSeed|Seed|000000|000000|20|0|None
1678|Sandcastle|999|MultiFacing, NoSeed, Dropless|Foreground_Block|FAE87E|C7B652|3|3600|None
1679|Sandcastle Seed|999|NoSeed|Seed|000000|000000|20|0|None
1680|Super Fireworks|999|NoSeed, Dropless|Consummable|F30000|F6C606|4|3600|None
1681|Super Fireworks Seed|999|NoSeed|Seed|000000|000000|20|0|None
1682|Gateway To Adventure|60|Wrenchable|Door|8DC9CF|E8D974|5|217800|None
1683|Gateway To Adventure Seed|60|0|Seed|000000|000000|20|0|None
1684|Path Marker|29|MultiFacing, Wrenchable|Sign|B14635|7EB24A|5|25259|None
1685|Path Marker Seed|29|0|Seed|000000|000000|20|0|None
1686|Pith Helmet|81|NoSeed|Clothing|EDE4CE|8C6A52|0|533871|Hat
1687|Pith Helmet Seed|81|NoSeed|Seed|000000|000000|20|0|None
1688|Safari Jacket|40|NoSeed|Clothing|EDE4CE|8C6A52|0|65200|Shirt
1689|Safari Jacket Seed|40|NoSeed|Seed|000000|000000|20|0|None
1690|Jodhpurs|29|NoSeed|Clothing|EDE4CE|8C6A52|0|25259|Pants
1691|Jodhpurs Seed|29|NoSeed|Seed|000000|000000|20|0|None
1692|Adventuring Mustache|999|NoSeed|Clothing|E4E4E4|D0D0D0|0|3600|Face
1693|Adventuring Mustache Seed|999|NoSeed|Seed|000000|000000|20|0|None
1694|Adventure Item - Rope|62|0|Switch_Block|FAE87E|615211|5|240188|None
1695|Adventure Item - Rope Seed|62|0|Seed|000000|000000|20|0|None
1696|Adventure Item - Key|64|0|Switch_Block|E77715|623814|5|264064|None
1697|Adventure Item - Key Seed|64|0|Seed|000000|000000|20|0|None
1698|Adventure Item - Golden Idol|63|0|Switch_Block|FFC556|543A00|5|251937|None
1699|Adventure Item - Golden Idol Seed|63|0|Seed|000000|000000|20|0|None
1700|Adventure Item - Banana|67|0|Switch_Block|FFE015|272519|5|302773|None
1701|Adventure Item - Banana Seed|67|0|Seed|000000|000000|20|0|None
1702|Adventure Item - Torch|68|0|Switch_Block|FF8F0B|1B1713|5|316472|None
1703|Adventure Item - Torch Seed|68|0|Seed|000000|000000|20|0|None
1704|Explorer's Ponytail|999|NoSeed|Clothing|411C00|CD5441|0|3600|Hair
1705|Explorer's Ponytail Seed|999|NoSeed|Seed|000000|000000|20|0|None
1706|Lazy Cobra|86|MultiFacing|Deadly_Block|85674B|483D32|4|638636|None
1707|Lazy Cobra Seed|86|0|Seed|000000|000000|20|0|None
1708|Explorer's Shovel|59|NoSeed|Clothing|C4C4C4|6A4934|0|207149|Hand
1709|Explorer's Shovel Seed|59|NoSeed|Seed|000000|000000|20|0|None
1710|Keytar|999|NoSeed|Clothing|9E0700|DFDFDF|0|3600|Hand
1711|Keytar Seed|999|NoSeed|Seed|000000|000000|20|0|None
1712|Bass Guitar|999|NoSeed|Clothing|964810|D0D0D0|0|3600|Hand
1713|Bass Guitar Seed|999|NoSeed|Seed|000000|000000|20|0|None
1714|Tambourine|999|NoSeed|Clothing|E8E8E8|EAAC06|0|3600|Hand
1715|Tambourine Seed|999|NoSeed|Seed|000000|000000|20|0|None
1716|Flat-top|11|NoSeed|Clothing|2E2724|1F1C1B|0|1661|Hair
1717|Flat-top Seed|11|NoSeed|Seed|000000|000000|20|0|None
1718|Starchild Makeup|29|NoSeed|Clothing|DFDFDF|222222|0|25259|Face
1719|Starchild Makeup Seed|29|NoSeed|Seed|000000|000000|20|0|None
1720|Shredded T-Shirt|13|NoSeed|Clothing|F1F1F1|CDCDCD|0|2587|Shirt
1721|Shredded T-Shirt Seed|13|NoSeed|Seed|000000|000000|20|0|None
1722|Leopard Leggings|14|NoSeed|Clothing|AD8A39|CB1B23|0|3164|Pants
1723|Leopard Leggings Seed|14|NoSeed|Seed|000000|000000|20|0|None
1724|Drumkit|59|0|SFX_Foreground|E4E4E4|F0BB1A|7|207149|None
1725|Drumkit Seed|59|0|Seed|000000|000000|20|0|None
1726|Rock N' Roll Wallpaper|70|0|Background_Block|000000|FFAB0B|4|345100|None
1727|Rock N' Roll Wallpaper Seed|70|0|Seed|000000|000000|20|0|None
1728|Stage Support|49|0|Platform|B7C1B0|4B5545|3|119119|None
1729|Stage Support Seed|49|0|Seed|000000|000000|20|0|None
1730|Mega Rock Speaker|54|0|Foreground_Block|000000|292929|3|159084|None
1731|Mega Rock Speaker Seed|54|0|Seed|000000|000000|20|0|None
1732|Rockin' Headband|72|NoSeed|Clothing|D10D1A|AC0E19|0|375408|Hat
1733|Rockin' Headband Seed|72|NoSeed|Seed|000000|000000|20|0|None
1734|Kuma-boshi|999|NoSeed, Dropless, Untradable|Clothing|E99E27|A05500|0|3600|Hat
1735|Kuma-boshi Seed|999|NoSeed|Seed|000000|000000|20|0|None
1736|Knight Helmet|57|NoSeed|Clothing|C0CAC5|7C8E85|0|186903|Hat
1737|Knight Helmet Seed|57|NoSeed|Seed|000000|000000|20|0|None
1738|Crystal Cape|999|NoSeed, Dropless|Clothing|38B9E0|9FE6FB|0|3600|Back
1739|Crystal Cape Seed|999|NoSeed|Seed|000000|000000|20|0|None
1740|StarBoard|999|NoSeed, Dropless|Clothing|EFEFEF|FCD500|0|3600|Feet
1741|StarBoard Seed|999|NoSeed|Seed|000000|000000|20|0|None
1742|Puppy Leash|999|NoSeed, Dropless, Untradable|Clothing|2C221A|FF0303|0|3600|Hand
1743|Puppy Leash Seed|999|NoSeed|Seed|000000|000000|20|0|None
1744|Brown Wallpaper|42|0|Background_Block|875428|764921|3|75348|None
1745|Brown Wallpaper Seed|42|0|Seed|000000|000000|20|0|None
1746|Fuel Pack|116|NoSeed, Foreground|Clothing|F3740F|3B3B3B|0|1564376|Back
1747|Fuel Pack Seed|116|NoSeed|Seed|000000|000000|20|0|None
1748|Flamethrower|71|NoSeed, Dropless, NoSelf|Clothing|3B3B3B|EE770E|0|360041|Hand
1749|Flamethrower Seed|71|NoSeed|Seed|000000|000000|20|0|None
1750|Weather Machine - Warp Speed|999|NoSeed, Permanent, Dropless, AutoPickup|Weather_Machine|83ABD9|00B397|10|3600|None
1751|Weather Machine - Warp Speed Seed|999|NoSeed|Seed|000000|000000|20|0|None
1752|Guestbook|72|Wrenchable|Bulletin_Board|E1DFD5|81140F|4|375408|None
1753|Guestbook Seed|72|0|Seed|000000|000000|20|0|None
1754|Flatscreen TV|71|Wrenchable|Toggleable_Foreground|0E0E0E|FFCF0F|10|360041|None
1755|Flatscreen TV Seed|71|0|Seed|000000|000000|20|0|None
1756|Tiger Block|13|0|Foreground_Block|FF740F|1C0B00|8|2587|None
1757|Tiger Block Seed|13|0|Seed|000000|000000|20|0|None
1758|Growboard|999|NoSeed, Dropless|Clothing|FC0500|FCAB00|0|3600|Feet
1759|Growboard Seed|999|NoSeed|Seed|000000|000000|20|0|None
1760|Spiritfire Mask|999|NoSeed, Dropless|Clothing|D9D9D9|FE00BE|0|3600|Hair
1761|Spiritfire Mask Seed|999|NoSeed|Seed|000000|000000|20|0|None
1762|Soda Jetpack|60|NoSeed, Foreground|Clothing|54AF00|1DB802|0|217800|Back
1763|Soda Jetpack Seed|60|NoSeed|Seed|000000|000000|20|0|None
1764|Dominatus Moderateus|90|NoSeed, Dropless|Clothing|EFEFEF|858585|0|731700|Hat
1765|Dominatus Moderateus Seed|90|NoSeed|Seed|000000|000000|20|0|None
1766|Seagull|44|MultiFacing|Foreground_Block|EFEFEF|FFC80B|3|86504|None
1767|Seagull Seed|44|0|Seed|000000|000000|20|0|None
1768|Pacifier|67|NoSeed|Clothing|2ED1D8|28B8BE|0|302773|Face
